Machine_ID,Machine_Type,Processing_Time_Min,Waiting_Time_Min,Downtime_Min,Throughput_Units,Worker_Count,Machine_Utilization_Percent,Defect_Rate_Percent,Energy_Consumption_kWh,Bottleneck_Score,Factory_Health_Score
L55787,L,62.68,29.94,11.9,56.68,6,95.24,5.81,128.66,61.05,56.66
L55788,L,63.68,45.25,41.0,45.82,6,83.6,8.87,128.58,83.98,36.18
L55789,L,62.19,42.89,45.1,52.31,2,81.96,8.92,110.5,79.81,37.74
L55790,L,54.28,9.57,7.0,73.26,6,97.2,0.0,107.82,17.16,90.72
L55791,L,55.64,11.54,6.1,67.83,4,97.56,0.05,120.44,20.74,88.91
L55792,L,56.15,11.44,9.2,66.33,4,96.32,0.11,117.82,20.65,88.54
M23473,M,56.79,13.1,1.3,63.5,7,99.48,0.16,129.02,23.69,87.7
L55794,L,52.66,9.0,1.45,80.05,4,99.42,0.24,100.02,16.43,91.16
L55795,L,57.22,12.66,4.55,62.77,3,98.18,0.29,121.84,23.06,87.43
L55796,L,57.67,12.64,5.65,61.43,7,97.74,0.35,119.9,23.1,87.19
L55797,L,55.2,12.52,5.75,70.19,7,97.7,0.4,121.18,22.96,87.15
L55798,L,50.89,7.58,0.85,87.66,3,99.66,0.45,86.38,14.17,91.92
H38033,H,56.03,11.47,8.95,68.26,3,96.42,0.51,109.2,21.2,87.49
L55800,L,56.25,12.52,4.2,67.49,7,98.32,0.64,114.3,23.25,86.67
M23481,M,56.95,15.23,4.3,63.93,4,98.28,0.69,133.82,28.18,84.09
L55802,L,56.96,12.9,9.45,65.4,5,96.22,0.77,113.34,24.1,85.46
M23483,M,56.45,13.88,4.55,66.86,7,98.18,0.83,120.72,25.93,84.93
H38038,H,56.33,12.65,5.7,68.18,2,97.72,0.91,109.2,23.82,85.71
L55805,L,54.42,11.5,10.95,75.85,2,95.62,1.04,99.64,21.93,85.86
L55806,L,57.82,15.71,2.05,62.25,2,99.18,1.09,127.44,29.54,82.84
L55807,L,58.69,14.89,6.15,59.9,7,97.54,1.15,118.54,28.15,83.02
L55808,L,52.92,11.35,7.25,81.68,4,97.1,1.2,96.94,21.87,85.94
H38043,H,55.75,13.54,2.35,71.08,5,99.06,1.25,109.34,25.85,84.33
L55810,L,58.61,18.51,7.6,59.3,5,96.96,1.39,142.22,34.94,79.0
H38045,H,56.7,13.57,2.7,68.52,5,98.92,1.44,104.12,26.15,83.77
L55812,L,55.63,13.6,5.95,72.7,7,97.62,1.57,102.8,26.37,83.07
L55813,L,59.39,18.3,10.05,57.65,7,95.98,1.63,134.12,34.88,78.3
L55814,L,58.35,15.84,10.15,62.63,6,95.94,1.68,114.62,30.53,80.36
L55815,L,54.15,12.02,8.25,79.19,4,96.7,1.73,88.68,23.76,83.83
L55816,L,53.93,12.18,7.35,80.06,7,97.06,1.79,89.06,24.11,83.64
L55817,L,57.84,15.44,11.45,65.23,6,95.42,1.84,108.58,30.02,80.16
L55818,L,56.25,14.66,4.55,71.27,5,98.18,1.89,103.24,28.67,81.42
L55819,L,59.05,19.84,10.65,59.28,4,95.74,1.95,139.68,38.04,76.02
L55820,L,59.12,17.88,8.75,60.21,7,96.5,2.0,122.66,34.58,77.83
M23501,M,59.52,18.31,9.85,58.84,6,96.06,2.05,124.4,35.43,77.19
M23502,M,56.17,15.55,5.0,72.02,6,98.0,2.13,105.12,30.58,79.94
L55823,L,58.42,20.22,5.15,62.29,4,97.94,2.21,137.56,39.05,75.53
M23504,M,58.55,16.35,13.25,63.98,3,94.7,2.27,105.26,32.19,78.05
M23505,M,57.93,15.92,10.4,66.64,2,95.84,2.35,100.84,31.51,78.51
L55826,L,57.94,18.26,9.55,65.72,2,96.18,2.43,117.74,35.81,76.29
L55827,L,57.52,17.07,8.65,67.97,2,96.54,2.48,107.6,33.74,77.31
M23508,M,58.34,19.15,10.75,64.32,7,95.7,2.53,121.96,37.54,75.09
L55829,L,60.61,23.29,5.9,54.76,4,97.64,2.61,150.16,45.07,71.65
H38064,H,54.23,14.85,14.0,81.12,4,94.4,2.67,90.22,30.01,78.26
M23511,M,57.39,17.15,12.25,69.62,5,95.1,2.8,101.28,34.3,76.03
H38066,H,58.98,19.02,10.4,63.54,4,95.84,2.88,112.22,37.74,74.33
M23513,M,60.96,23.52,13.65,54.99,7,94.54,3.01,142.5,45.98,69.62
M23514,M,59.51,20.98,11.8,61.56,6,95.28,3.09,122.42,41.54,71.86
L55835,L,62.11,24.67,7.95,51.06,5,96.82,3.17,146.56,48.25,68.73
M23516,M,55.93,16.53,6.05,76.58,7,97.58,3.23,88.74,33.73,76.08
L55837,L,60.04,21.42,10.2,60.34,6,95.92,3.31,120.42,42.6,71.07
L55838,L,59.01,19.18,6.3,65.21,2,97.48,3.36,102.72,38.65,73.33
L55839,L,60.83,24.14,7.4,56.68,7,97.04,3.41,138.7,47.61,68.63
L55840,L,62.05,23.42,15.5,53.04,5,93.8,3.47,130.1,46.39,68.32
L55841,L,57.05,19.01,7.6,72.65,5,96.96,3.52,100.46,38.55,72.93
L55842,L,58.99,19.94,15.7,65.73,5,93.72,3.57,104.08,40.29,71.14
L55843,L,56.76,18.23,10.8,74.44,7,95.68,3.63,92.22,37.29,73.02
H38078,H,61.42,25.76,11.9,54.87,2,95.24,3.68,144.9,50.86,66.02
L55845,L,61.42,24.09,10.15,56.2,2,95.94,3.81,128.5,48.03,67.35
L55846,L,60.87,22.22,12.25,59.24,7,95.1,3.87,113.14,44.75,68.67
M23527,M,60.23,23.28,14.35,61.11,3,94.26,3.92,121.3,46.72,67.37
L55848,L,59.64,23.48,11.5,63.36,3,95.4,4.0,121.84,47.16,67.27
M23529,M,60.15,25.24,9.6,60.93,3,96.16,4.05,134.02,50.38,65.74
L55850,L,58.64,20.0,12.75,69.05,4,94.9,4.13,92.42,41.1,69.91
L55851,L,59.44,22.01,14.85,65.5,7,94.06,4.19,106.2,44.77,67.76
L55852,L,62.67,25.3,9.95,52.95,3,96.02,4.24,126.84,50.73,65.16
L55853,L,60.09,23.53,13.05,62.94,2,94.78,4.29,115.08,47.63,66.29
M23534,M,59.65,20.32,13.15,66.24,4,94.74,4.35,88.76,41.94,69.02
H38089,H,57.41,20.63,11.3,74.09,3,95.48,4.43,92.56,42.6,68.71
M23536,M,60.01,24.28,17.55,63.86,6,92.98,4.56,115.2,49.32,64.47
M23537,M,58.0,21.14,9.7,72.63,6,96.12,4.64,91.08,43.8,67.85
L55858,L,60.28,25.28,14.85,63.06,7,94.06,4.72,119.28,51.32,63.41
L55859,L,61.18,27.87,9.95,58.86,4,96.02,4.77,137.52,56.02,61.45
L55860,L,60.69,24.38,11.05,62.51,3,95.58,4.83,109.08,49.83,64.32
L55861,L,59.13,22.14,14.15,69.18,4,94.34,4.88,92.1,45.89,65.88
M23542,M,62.86,26.42,18.25,54.44,4,92.7,4.93,120.06,53.64,61.49
L55863,L,61.58,27.02,10.4,58.84,6,95.84,5.01,124.74,54.79,61.54
L55864,L,59.59,25.3,17.5,66.75,5,93.0,5.07,112.56,51.79,62.22
H38099,H,60.58,25.71,17.6,63.34,3,92.96,5.12,113.28,52.59,61.7
M23546,M,59.46,23.66,9.85,68.72,2,96.06,5.25,95.42,49.09,63.97
M23547,M,59.66,24.72,13.0,67.84,2,94.8,5.33,101.88,51.1,62.48
L55868,L,61.51,27.97,18.15,60.17,5,92.74,5.41,123.46,57.01,58.86
L55869,L,60.69,26.3,14.25,64.0,5,94.3,5.47,110.06,54.09,60.6
L55870,L,63.95,42.66,48.35,44.82,7,80.66,8.52,115.26,78.9,38.68
L55871,L,54.37,9.05,4.0,73.22,7,98.4,0.0,103.5,16.22,91.49
L55872,L,54.02,8.14,2.1,75.08,2,99.16,0.05,95.46,14.65,92.36
M23553,M,54.07,10.32,2.2,74.04,3,99.12,0.11,111.68,18.63,90.25
L55874,L,51.51,7.01,1.35,84.8,5,99.46,0.19,86.92,12.8,93.09
M23555,M,55.47,11.82,9.45,68.99,7,96.22,0.24,118.76,21.49,87.83
L55876,L,56.79,13.41,0.6,63.95,3,99.76,0.32,127.86,24.44,87.08
L55877,L,55.52,9.5,7.7,70.5,7,96.92,0.37,97.1,17.49,89.74
H38112,H,56.55,12.83,0.8,65.48,3,99.68,0.43,121.16,23.54,87.3
M23559,M,53.54,10.2,9.05,77.65,3,96.38,0.56,101.3,19.0,88.47
M23560,M,56.6,12.87,6.2,66.11,6,97.52,0.64,116.62,23.88,86.16
M23561,M,56.47,11.76,4.35,67.42,6,98.26,0.72,106.12,21.99,87.13
L55882,L,52.08,8.15,10.5,84.62,2,95.8,0.8,81.48,15.62,89.54
M23563,M,59.27,15.38,10.6,56.51,5,95.76,0.85,128.28,28.66,82.9
L55884,L,57.31,12.8,1.75,64.85,4,99.3,0.93,108.5,24.13,85.89
L55885,L,57.2,16.06,5.85,63.82,2,97.66,0.99,133.54,30.04,82.42
L55886,L,58.74,16.37,10.95,58.56,6,95.62,1.04,132.7,30.66,81.49
L55887,L,56.82,13.71,6.05,66.7,4,97.58,1.09,112.82,25.95,84.23
M23568,M,58.44,16.94,10.15,59.73,4,95.94,1.15,135.28,31.82,80.78
L55889,L,55.41,12.58,8.3,72.61,2,96.68,1.23,102.76,24.11,84.66
L55890,L,53.52,11.86,2.4,79.67,4,99.04,1.28,98.44,22.89,85.75
L55891,L,53.28,11.18,3.5,81.06,7,98.6,1.33,92.06,21.72,86.12
L55892,L,54.52,12.18,2.6,76.51,5,98.96,1.39,97.24,23.6,85.17
L55893,L,50.72,10.34,2.7,90.68,2,98.92,1.44,86.54,20.37,86.66
M23574,M,57.66,14.76,2.8,64.82,5,98.88,1.49,111.08,28.35,82.56
L55895,L,57.78,14.0,7.95,65.1,3,96.82,1.57,103.04,27.08,82.52
M23576,M,53.84,12.7,11.05,79.5,6,95.58,1.63,96.94,24.84,83.22
L55897,L,57.47,15.7,12.2,65.85,2,95.12,1.71,114.08,30.3,80.22
L55898,L,57.02,15.1,4.3,67.9,4,98.28,1.76,108.78,29.31,81.39
L55899,L,57.92,16.22,9.4,64.44,2,96.24,1.81,115.22,31.37,79.75
L55900,L,56.48,14.62,8.5,70.39,2,96.6,1.87,103.28,28.59,81.12
L55901,L,54.87,13.43,12.6,76.73,7,94.96,1.92,94.78,26.52,81.64
L55902,L,59.34,18.52,7.7,59.04,7,96.92,1.97,128.12,35.7,77.43
L55903,L,56.31,14.68,9.8,71.56,3,96.08,2.03,100.36,28.89,80.52
M23584,M,57.32,15.99,12.9,67.66,3,94.84,2.08,108.26,31.3,78.9
M23585,M,57.38,17.01,12.05,67.25,4,95.18,2.16,114.5,33.23,77.86
L55906,L,56.79,14.97,13.2,70.61,2,94.72,2.24,97.24,29.68,79.36
L55907,L,57.73,16.5,6.3,66.8,5,97.48,2.29,107.02,32.5,78.53
M23588,M,59.29,16.57,8.4,61.62,4,96.64,2.35,104.16,32.67,78.13
L55909,L,60.05,20.73,6.55,57.23,4,97.38,2.43,134.64,40.24,74.37
H38144,H,56.95,15.92,6.65,70.49,5,97.34,2.48,99.18,31.68,78.54
H38145,H,58.31,19.49,8.9,64.55,6,96.44,2.61,122.92,38.26,74.76
L55912,L,52.96,14.14,10.15,86.13,3,95.94,2.75,84.48,28.84,79.07
M23593,M,59.09,19.52,8.25,62.59,2,96.7,2.8,117.94,38.56,74.3
L55914,L,59.98,19.02,5.4,60.09,4,97.84,2.88,110.84,37.74,74.83
L55915,L,60.54,20.7,12.5,57.55,3,95.0,2.93,122.36,40.83,72.47
L55916,L,58.66,19.01,12.6,65.04,5,94.96,2.99,110.22,37.87,73.83
L55917,L,57.77,18.3,9.7,68.65,3,96.12,3.04,104.52,36.66,74.62
L55918,L,58.2,18.45,9.8,67.32,2,96.08,3.09,104.02,37.01,74.33
H38153,H,59.74,18.84,13.9,62.03,3,94.44,3.15,103.78,37.77,73.43
M23600,M,57.8,18.31,15.15,69.49,6,93.94,3.28,99.26,37.0,73.43
L55921,L,58.4,20.38,12.3,66.71,5,95.08,3.36,113.16,40.8,71.65
L55922,L,59.49,19.99,12.4,63.35,2,95.04,3.41,107.34,40.17,71.85
H38157,H,61.64,23.18,8.5,54.56,2,96.6,3.47,128.66,45.95,69.24
M23604,M,54.88,16.55,11.75,81.62,4,95.3,3.6,81.96,34.24,74.5
L55925,L,60.6,22.62,9.9,59.24,5,96.04,3.68,120.82,45.21,69.04
L55926,L,58.96,22.33,15.0,65.24,7,94.0,3.73,119.56,44.76,68.65
L55927,L,59.37,21.86,13.1,64.27,2,94.76,3.79,114.08,44.0,69.12
L55928,L,61.18,21.42,8.2,58.49,2,96.72,3.84,106.88,43.27,69.86
L55929,L,56.97,18.28,14.3,74.71,5,94.28,3.89,86.34,37.71,71.93
L55930,L,55.77,19.54,7.4,78.43,2,97.04,3.95,96.88,40.04,71.35
M23611,M,60.08,22.5,7.5,62.35,6,97.0,4.0,113.44,45.41,68.54
M23612,M,60.27,26.22,14.65,60.14,7,94.14,4.08,141.1,52.17,64.29
M23613,M,57.56,20.76,14.8,72.47,7,94.08,4.16,99.34,42.49,68.96
L55934,L,57.97,20.34,8.95,71.58,2,96.42,4.24,93.7,41.86,69.7
M23615,M,58.81,20.86,15.05,68.67,5,93.98,4.29,95.44,42.84,68.49
L55936,L,56.29,19.67,10.2,78.22,4,95.92,4.37,87.62,40.82,69.83
L55937,L,58.88,22.01,10.3,68.35,5,95.88,4.43,101.54,45.07,67.58
M23618,M,60.99,26.69,13.4,58.96,5,94.64,4.48,134.92,53.53,62.93
M23619,M,62.45,26.93,11.55,54.13,7,95.38,4.56,133.04,54.07,62.69
M23620,M,61.96,25.52,8.7,56.84,3,96.52,4.64,120.64,51.64,64.03
L55941,L,61.69,26.61,15.85,57.54,6,93.66,4.72,127.94,53.7,62.13
H38176,H,55.82,20.32,17.95,81.04,7,92.82,4.77,84.48,42.49,67.41
L55943,L,59.19,23.9,11.2,68.2,4,95.52,4.91,105.46,49.07,64.53
L55944,L,59.0,23.23,11.3,69.39,7,95.48,4.96,99.2,47.94,64.98
L55945,L,62.95,27.39,18.4,53.96,3,92.64,5.01,125.86,55.47,60.4
L55946,L,62.91,27.88,15.5,54.06,4,93.8,5.07,128.6,56.4,60.11
L55947,L,62.68,28.74,11.6,54.63,5,95.36,5.12,134.6,58.01,59.59
M23628,M,62.98,28.92,11.7,53.69,7,95.32,5.17,134.46,58.41,59.28
M23629,M,61.78,26.06,17.85,59.57,4,92.86,5.25,111.44,53.39,61.01
L55950,L,58.55,24.2,17.0,71.9,6,93.2,5.33,99.2,50.16,62.56
L55951,L,60.7,25.91,19.1,63.84,5,92.36,5.39,108.72,53.29,60.67
L55952,L,53.41,7.22,6.0,77.44,2,97.6,0.0,90.22,12.95,92.93
L55953,L,53.99,9.56,6.1,74.47,2,97.56,0.05,106.9,17.2,90.68
M23634,M,56.63,13.2,7.2,63.8,6,97.12,0.11,131.16,23.79,87.17
H38189,H,54.85,10.24,2.35,71.68,6,99.06,0.19,108.12,18.58,90.1
L55956,L,57.68,14.11,2.6,60.54,3,98.96,0.32,132.24,25.7,86.25
H38191,H,55.87,10.82,1.7,68.64,6,99.32,0.37,107.22,19.87,89.15
L55958,L,56.41,12.77,0.95,66.32,2,99.62,0.51,119.08,23.53,87.13
M23639,M,58.0,14.56,3.05,60.17,2,98.78,0.56,129.98,26.8,85.17
M23640,M,58.41,14.94,9.2,58.88,5,96.32,0.64,130.74,27.6,84.0
L55961,L,55.22,12.74,4.35,71.23,2,98.26,0.72,115.64,23.74,86.25
L55962,L,56.68,13.5,6.45,66.05,2,97.42,0.77,118.52,25.17,85.22
M23643,M,59.68,13.93,8.55,55.74,2,96.58,0.83,116.68,26.02,84.48
L55964,L,57.11,13.54,2.7,65.08,3,98.92,0.91,115.34,25.43,85.2
L55965,L,53.43,9.66,10.8,79.87,2,95.68,0.96,88.08,18.53,87.74
L55966,L,59.13,15.72,6.9,57.44,5,97.24,1.01,127.52,29.46,82.56
M23647,M,53.47,10.73,9.0,79.59,6,96.4,1.07,94.18,20.58,86.68
L55968,L,58.37,16.74,5.15,60.08,2,97.94,1.15,133.78,31.46,81.46
L55969,L,56.94,14.58,9.25,66.26,3,96.3,1.2,117.22,27.65,82.85
L55970,L,57.89,14.74,4.35,63.13,4,98.26,1.25,116.0,28.0,83.06
M23651,M,57.92,15.3,11.45,62.95,6,95.42,1.31,119.24,29.08,81.7
L55972,L,57.92,16.96,11.6,62.42,7,95.36,1.39,130.76,32.16,79.99
L55973,L,52.69,10.8,4.7,83.7,5,98.12,1.44,87.44,21.18,86.06
M23654,M,56.89,13.58,8.8,68.06,5,96.48,1.49,102.74,26.24,83.01
L55975,L,57.54,14.57,7.95,65.67,6,96.82,1.57,107.98,28.12,82.0
L55976,L,52.69,10.83,7.05,84.38,7,97.18,1.63,83.52,21.48,85.3
L55977,L,56.05,12.84,5.15,72.03,3,97.94,1.68,93.78,25.15,83.55
L55978,L,57.57,16.88,11.25,65.01,7,95.5,1.73,122.78,32.45,79.18
L55979,L,57.59,15.68,10.35,65.76,7,95.86,1.79,112.04,30.38,80.2
L55980,L,57.6,17.32,8.45,65.09,3,96.62,1.84,123.9,33.38,78.78
L55981,L,57.47,14.78,7.55,67.01,3,96.98,1.89,102.56,28.9,81.01
L55982,L,57.01,16.62,7.65,67.89,5,96.94,1.95,116.68,32.26,79.21
L55983,L,57.62,18.15,5.75,65.22,3,97.7,2.0,126.92,35.07,77.89
M23664,M,61.04,21.34,5.85,52.08,6,97.66,2.05,146.5,40.85,74.88
M23665,M,58.02,17.05,9.0,64.92,3,96.4,2.13,114.58,33.27,78.2
L55986,L,54.86,15.22,9.15,76.99,6,96.34,2.21,102.44,30.08,79.62
M23667,M,56.21,15.0,11.25,72.7,2,95.5,2.27,97.68,29.77,79.46
L55988,L,58.59,19.07,9.4,62.77,4,96.24,2.35,125.12,37.16,75.79
L55989,L,57.83,18.02,4.5,66.14,4,98.2,2.4,116.66,35.36,77.07
M23670,M,56.11,15.56,4.6,73.47,5,98.16,2.45,98.1,31.01,79.13
L55991,L,56.94,16.55,13.75,70.42,6,94.5,2.53,103.08,32.88,77.12
M23672,M,59.85,18.24,8.85,59.78,4,96.46,2.59,111.36,35.97,75.96
L55993,L,55.36,15.38,6.0,76.96,5,97.6,2.67,92.86,30.95,78.59
L55994,L,58.78,20.96,7.1,62.62,3,97.16,2.72,131.64,41.03,73.34
H38229,H,59.23,22.07,10.2,60.72,3,95.92,2.77,138.7,43.08,71.89
M23676,M,59.53,20.17,9.45,61.16,7,96.22,2.91,120.1,39.85,73.32
H38231,H,60.33,22.34,9.6,57.63,2,96.16,2.99,134.52,43.83,71.15
M23678,M,58.96,21.36,7.85,63.37,2,96.86,3.12,125.62,42.25,71.85
H38233,H,60.97,21.82,14.0,56.54,3,94.4,3.2,124.78,43.19,70.61
L56000,L,58.18,20.0,10.25,67.55,7,95.9,3.33,111.02,40.09,72.27
H38235,H,57.19,18.61,14.35,71.84,3,94.26,3.39,100.06,37.66,72.96
L56002,L,59.68,22.98,12.6,61.61,4,94.96,3.52,128.64,45.67,68.86
M23683,M,59.96,25.07,12.7,59.82,6,94.92,3.57,143.74,49.48,66.84
M23684,M,54.93,17.08,15.85,81.41,6,93.66,3.65,84.98,35.27,73.47
M23685,M,58.67,21.52,7.0,66.64,7,97.2,3.73,113.56,43.33,70.17
M23686,M,59.68,23.42,11.15,62.54,5,95.54,3.81,125.5,46.82,67.85
L56007,L,60.09,24.16,9.3,61.07,7,96.28,3.89,129.06,48.24,67.16
L56008,L,58.34,20.79,10.4,68.96,3,95.84,3.95,103.34,42.28,69.93
M23689,M,60.12,23.02,10.5,61.94,5,95.8,4.0,117.58,46.35,67.77
H38244,H,60.78,22.94,15.65,60.03,5,93.74,4.08,114.2,46.3,67.12
H38245,H,56.62,19.34,9.9,76.63,2,96.04,4.21,88.12,40.02,70.57
L56012,L,57.86,21.56,12.15,71.77,6,95.14,4.35,101.22,44.18,68.0
L56013,L,59.7,23.52,9.25,64.69,4,96.3,4.4,113.18,47.76,66.4
L56014,L,60.57,24.91,11.35,61.2,5,95.46,4.45,121.86,50.31,64.8
H38249,H,62.8,26.9,9.45,52.75,7,96.22,4.51,133.48,53.94,63.07
L56016,L,57.36,21.12,16.7,74.84,4,93.32,4.64,91.76,43.75,67.17
M23697,M,59.87,23.7,13.8,65.15,2,94.48,4.69,107.8,48.46,65.01
L56018,L,63.16,28.0,8.95,52.0,4,96.42,4.77,135.8,56.25,61.44
M23699,M,62.4,24.23,10.05,56.68,5,95.98,4.83,105.52,49.57,64.56
M23700,M,60.08,23.97,17.2,65.11,5,93.12,4.91,104.84,49.2,63.87
L56021,L,60.69,24.78,17.35,62.91,5,93.06,4.99,108.72,50.76,62.91
L56022,L,60.96,26.02,16.45,61.59,3,93.42,5.04,117.04,53.05,61.75
H38257,H,59.97,24.78,9.55,65.81,4,96.18,5.09,107.28,50.89,63.41
H38258,H,58.94,23.38,13.8,70.56,2,94.48,5.23,94.5,48.55,63.89
M23705,M,63.41,30.86,10.05,51.97,2,95.98,5.36,145.16,62.12,57.22
M23706,M,63.84,46.92,40.2,42.79,7,83.92,8.44,151.3,86.43,35.88
L56027,L,56.0,10.88,8.0,66.71,7,96.8,0.0,115.86,19.49,89.45
M23708,M,56.16,11.36,7.1,66.12,2,97.16,0.05,118.32,20.43,88.97
L56029,L,53.92,8.07,1.25,75.76,4,99.5,0.13,93.32,14.64,92.29
L56030,L,55.51,11.36,0.35,68.87,6,99.86,0.19,116.22,20.6,89.29
M23711,M,54.38,9.5,4.45,73.9,7,98.22,0.24,101.66,17.32,90.41
L56032,L,54.44,10.93,3.6,73.28,3,98.56,0.32,111.3,20.01,89.0
L56033,L,56.2,11.4,5.7,67.2,7,97.72,0.37,111.36,20.9,88.23
M23714,M,56.62,11.73,6.8,65.79,6,97.28,0.43,112.26,21.57,87.68
L56035,L,53.38,8.54,9.95,78.83,3,96.02,0.51,89.44,15.96,90.01
M23716,M,58.32,17.6,9.05,57.55,6,96.38,0.56,153.94,32.27,81.84
L56037,L,52.37,8.5,3.2,82.85,7,98.72,0.64,87.44,16.04,90.38
L56038,L,55.86,10.46,6.3,70.07,5,97.48,0.69,97.12,19.62,88.17
L56039,L,56.63,13.34,7.4,66.18,4,97.04,0.75,117.94,24.86,85.34
M23720,M,56.24,11.72,5.5,68.54,3,97.8,0.8,104.36,22.03,86.83
L56041,L,54.43,11.32,3.65,75.29,7,98.54,0.88,101.78,21.4,87.18
M23722,M,55.37,13.23,7.75,71.29,4,96.9,0.93,114.56,24.89,84.91
L56043,L,52.95,10.22,8.9,81.44,7,96.44,1.01,92.02,19.6,87.28
M23724,M,55.29,11.9,11.0,72.75,7,95.6,1.07,101.08,22.69,85.42
L56045,L,59.51,15.89,11.15,56.56,4,95.54,1.15,125.4,29.94,81.62
H38280,H,57.74,13.5,2.25,64.05,7,99.1,1.2,107.52,25.72,84.51
L56047,L,55.71,14.48,5.5,71.06,7,97.8,1.33,115.12,27.64,82.96
L56048,L,57.37,15.78,10.6,64.91,2,95.76,1.39,122.12,30.06,81.14
L56049,L,56.38,13.7,10.7,69.55,6,95.72,1.44,105.56,26.38,82.86
M23730,M,59.21,16.88,7.8,58.46,4,96.88,1.49,125.96,32.15,80.16
M23731,M,56.09,14.52,6.95,70.64,3,97.22,1.57,109.56,28.03,82.15
M23732,M,55.37,14.48,6.1,73.46,2,97.56,1.65,108.48,28.06,82.05
H38287,H,56.29,14.3,6.25,70.7,7,97.5,1.73,103.94,27.83,81.99
L56054,L,58.1,16.92,5.5,63.69,5,97.8,1.87,119.46,32.71,79.36
H38289,H,59.77,18.51,11.6,57.34,7,95.36,1.92,128.64,35.62,77.19
M23736,M,53.81,12.46,10.85,81.37,5,95.66,2.05,85.44,24.94,82.34
M23737,M,58.15,17.85,12.0,64.08,4,95.2,2.13,120.8,34.71,77.18
L56058,L,53.26,13.36,12.15,83.42,4,95.14,2.21,89.84,26.77,80.97
L56059,L,57.33,16.68,8.25,68.01,3,96.7,2.27,109.54,32.77,78.26
L56060,L,58.39,16.91,10.35,64.45,5,95.86,2.32,108.76,33.26,77.7
H38295,H,57.55,16.6,9.45,67.7,3,96.22,2.37,106.2,32.76,77.93
L56062,L,59.76,19.94,7.7,58.93,5,96.92,2.51,126.96,38.94,74.75
M23743,M,57.63,17.2,6.8,67.85,2,97.28,2.56,106.78,34.09,77.15
L56064,L,57.75,16.02,4.95,68.34,5,98.02,2.64,95.34,32.07,78.19
M23745,M,59.1,18.8,7.05,62.5,7,97.18,2.69,114.56,37.13,75.34
L56066,L,57.08,17.5,11.2,70.4,5,95.52,2.77,105.06,34.88,75.89
L56067,L,57.91,17.88,14.3,67.56,6,94.28,2.83,105.8,35.64,75.1
M23748,M,57.97,18.42,7.4,67.29,6,97.04,2.88,108.8,36.67,75.17
M23749,M,49.93,13.66,13.55,97.62,2,94.58,2.96,79.98,28.24,78.61
L56070,L,56.9,17.67,11.7,71.96,5,95.32,3.04,100.72,35.54,74.98
M23751,M,56.01,16.36,10.8,75.87,3,95.68,3.09,90.22,33.25,76.11
L56072,L,59.1,20.27,5.95,63.62,2,97.62,3.17,115.5,40.37,72.88
L56073,L,60.68,21.3,15.05,57.9,5,93.98,3.23,120.42,42.29,70.9
M23754,M,58.19,19.34,12.15,67.63,3,95.14,3.28,106.92,38.83,72.81
H38309,H,59.52,20.1,6.3,63.0,5,97.48,3.36,109.42,40.31,72.5
L56076,L,57.09,18.45,6.55,72.67,6,97.38,3.49,96.56,37.52,73.6
M23757,M,58.04,19.54,11.65,69.08,3,95.34,3.55,102.74,39.53,71.98
L56078,L,58.78,20.56,13.8,66.32,2,94.48,3.63,108.04,41.45,70.64
M23759,M,56.25,17.96,14.9,76.52,7,94.04,3.68,89.6,36.88,72.71
M23760,M,58.18,18.63,14.05,69.89,4,94.38,3.76,90.48,38.17,71.99
L56081,L,60.27,24.04,10.2,60.28,6,95.92,3.84,129.12,47.98,67.31
H38316,H,59.23,23.26,10.3,64.47,5,95.88,3.89,123.04,46.63,67.87
M23763,M,61.42,24.56,14.55,56.82,7,94.18,4.03,127.44,49.13,65.93
L56084,L,58.57,21.87,9.7,68.26,3,96.12,4.11,108.08,44.42,68.61
L56085,L,61.52,26.28,14.8,56.11,7,94.08,4.16,138.1,52.39,64.0
L56086,L,58.57,21.24,9.9,68.98,6,96.04,4.21,100.64,43.43,68.87
M23767,M,61.37,23.72,9.0,58.34,5,96.4,4.27,115.48,47.95,66.59
L56088,L,59.8,24.12,8.15,63.84,4,96.74,4.35,118.96,48.75,66.12
L56089,L,59.7,23.3,11.25,64.8,6,95.5,4.4,111.38,47.36,66.4
L56090,L,59.45,22.61,9.35,66.19,5,96.26,4.45,105.0,46.19,67.06
L56091,L,56.27,19.47,10.45,78.92,5,95.82,4.51,83.06,40.63,69.63
L56092,L,61.08,24.6,13.55,60.0,3,94.58,4.56,116.32,49.9,64.58
M23773,M,60.55,25.56,10.65,61.57,7,95.74,4.61,123.54,51.69,63.86
M23774,M,60.1,26.4,12.8,63.0,3,94.88,4.69,129.08,53.29,62.69
L56095,L,61.95,27.84,9.95,56.23,6,96.02,4.77,136.26,55.98,61.47
L56096,L,49.44,18.4,9.05,104.15,3,96.38,4.83,76.74,39.12,69.88
M23777,M,60.24,24.12,12.15,64.39,6,95.14,4.88,106.38,49.43,64.31
L56098,L,62.17,27.68,10.3,56.26,4,95.88,4.96,130.44,55.92,61.09
L56099,L,58.0,22.04,15.4,73.63,2,93.84,5.01,89.86,45.88,65.49
L56100,L,60.93,26.65,12.5,61.47,3,95.0,5.07,121.52,54.21,61.51
L56101,L,58.99,23.68,18.6,69.81,5,92.56,5.12,99.26,48.96,63.42
